complex_name,protein_path,ligand_description,protein_sequence
1STP_clean_BTN_ideal,/home/nico/PRO/diffdock-scale-validation/data_analysis/proteins/1STP_clean.pdb,/home/nico/PRO/diffdock-scale-validation/data_analysis/ligands/BTN_ideal.sdf,
